TimeGenerated,EventSource,DeviceRef,DeviceId,Severity,EventDetail
2026-07-24T12:41:03Z,OT,FIN-SVR-02,AST-003,Low,Modbus normal activity FC1=59243 FC3=43307 from ToN_IoT capture
2026-07-25T12:41:03Z,OT,WKS-JSMITH,AST-004,Low,Modbus normal activity FC1=59243 FC3=43307 from ToN_IoT capture
2026-07-21T12:41:03Z,OT,plc-reactor-01,AST-002,Low,Modbus normal activity FC1=28540 FC3=64187 from ToN_IoT capture
2026-07-22T12:41:03Z,OT,FIN-SVR-02,AST-003,Low,Modbus normal activity FC1=28540 FC3=64187 from ToN_IoT capture
2026-07-23T12:41:03Z,OT,WKS-JSMITH,AST-004,Low,Modbus normal activity FC1=28540 FC3=64187 from ToN_IoT capture
2026-07-24T12:41:03Z,OT,plc-reactor-01,AST-002,Low,Modbus normal activity FC1=28540 FC3=64187 from ToN_IoT capture
2026-07-25T12:41:03Z,OT,FIN-SVR-02,AST-003,Low,Modbus normal activity FC1=40294 FC3=21374 from ToN_IoT capture
2026-07-21T12:41:03Z,OT,WKS-JSMITH,AST-004,Low,Modbus normal activity FC1=40294 FC3=21374 from ToN_IoT capture
2026-07-22T12:41:03Z,OT,plc-reactor-01,AST-002,Low,Modbus normal activity FC1=40294 FC3=21374 from ToN_IoT capture
2026-07-23T12:41:03Z,OT,FIN-SVR-02,AST-003,Low,Modbus normal activity FC1=40294 FC3=21374 from ToN_IoT capture
2026-07-24T12:41:03Z,OT,WKS-JSMITH,AST-004,Low,Modbus normal activity FC1=14367 FC3=56665 from ToN_IoT capture
2026-07-25T12:41:03Z,OT,plc-reactor-01,AST-002,Low,Modbus normal activity FC1=14367 FC3=56665 from ToN_IoT capture
2026-07-21T12:41:03Z,OT,FIN-SVR-02,AST-003,Low,Modbus normal activity FC1=14367 FC3=56665 from ToN_IoT capture
2026-07-22T12:41:03Z,OT,WKS-JSMITH,AST-004,Low,Modbus normal activity FC1=14367 FC3=56665 from ToN_IoT capture
2026-07-23T12:41:03Z,OT,plc-reactor-01,AST-002,Low,Modbus normal activity FC1=22599 FC3=59899 from ToN_IoT capture
2026-07-24T12:41:03Z,OT,FIN-SVR-02,AST-003,Low,Modbus normal activity FC1=22599 FC3=59899 from ToN_IoT capture
2026-07-25T12:41:03Z,OT,WKS-JSMITH,AST-004,Low,Modbus normal activity FC1=22599 FC3=59899 from ToN_IoT capture
2026-07-21T12:41:03Z,OT,plc-reactor-01,AST-002,Low,Modbus normal activity FC1=22599 FC3=59899 from ToN_IoT capture
2026-07-22T13:39:51Z,OT,FIN-SVR-02,AST-003,High,Modbus password activity FC1=0 FC3=0 from ToN_IoT capture
2026-07-23T13:39:56Z,OT,WKS-JSMITH,AST-004,High,Modbus password activity FC1=0 FC3=0 from ToN_IoT capture
2026-07-24T13:40:01Z,OT,plc-reactor-01,AST-002,High,Modbus password activity FC1=0 FC3=0 from ToN_IoT capture
2026-07-25T13:40:06Z,OT,FIN-SVR-02,AST-003,High,Modbus password activity FC1=0 FC3=0 from ToN_IoT capture
2026-07-21T13:40:11Z,OT,WKS-JSMITH,AST-004,High,Modbus password activity FC1=55695 FC3=22584 from ToN_IoT capture
2026-07-22T13:40:21Z,OT,plc-reactor-01,AST-002,High,Modbus password activity FC1=55695 FC3=22584 from ToN_IoT capture
2026-07-23T13:40:26Z,OT,FIN-SVR-02,AST-003,High,Modbus password activity FC1=55695 FC3=22584 from ToN_IoT capture
2026-07-24T13:40:31Z,OT,WKS-JSMITH,AST-004,High,Modbus password activity FC1=62379 FC3=10518 from ToN_IoT capture
2026-07-25T13:40:32Z,OT,plc-reactor-01,AST-002,High,Modbus password activity FC1=62379 FC3=10518 from ToN_IoT capture
2026-07-21T13:40:36Z,OT,FIN-SVR-02,AST-003,High,Modbus password activity FC1=62379 FC3=10518 from ToN_IoT capture
2026-07-22T13:40:37Z,OT,WKS-JSMITH,AST-004,High,Modbus password activity FC1=62379 FC3=10518 from ToN_IoT capture
2026-07-23T13:40:41Z,OT,plc-reactor-01,AST-002,High,Modbus password activity FC1=5917 FC3=34341 from ToN_IoT capture
2026-07-24T13:40:42Z,OT,FIN-SVR-02,AST-003,High,Modbus password activity FC1=5917 FC3=34341 from ToN_IoT capture
2026-07-25T13:40:46Z,OT,WKS-JSMITH,AST-004,High,Modbus password activity FC1=5917 FC3=34341 from ToN_IoT capture
2026-07-21T13:40:47Z,OT,plc-reactor-01,AST-002,High,Modbus password activity FC1=5917 FC3=34341 from ToN_IoT capture
2026-07-22T13:40:51Z,OT,FIN-SVR-02,AST-003,High,Modbus password activity FC1=2795 FC3=36907 from ToN_IoT capture
2026-07-23T13:40:52Z,OT,WKS-JSMITH,AST-004,High,Modbus password activity FC1=2795 FC3=36907 from ToN_IoT capture
2026-07-24T13:40:56Z,OT,plc-reactor-01,AST-002,High,Modbus password activity FC1=2795 FC3=36907 from ToN_IoT capture
2026-07-25T13:40:57Z,OT,FIN-SVR-02,AST-003,High,Modbus password activity FC1=2795 FC3=36907 from ToN_IoT capture
2026-07-21T13:41:01Z,OT,WKS-JSMITH,AST-004,High,Modbus password activity FC1=5482 FC3=37560 from ToN_IoT capture
2026-07-22T13:41:02Z,OT,plc-reactor-01,AST-002,High,Modbus password activity FC1=5482 FC3=37560 from ToN_IoT capture
2026-07-23T13:41:06Z,OT,FIN-SVR-02,AST-003,High,Modbus password activity FC1=5482 FC3=37560 from ToN_IoT capture
2026-07-24T13:41:07Z,OT,WKS-JSMITH,AST-004,High,Modbus password activity FC1=5482 FC3=37560 from ToN_IoT capture
2026-07-25T13:41:11Z,OT,plc-reactor-01,AST-002,High,Modbus password activity FC1=45122 FC3=10512 from ToN_IoT capture
2026-07-21T13:41:16Z,OT,FIN-SVR-02,AST-003,High,Modbus password activity FC1=45122 FC3=10512 from ToN_IoT capture
2026-07-22T13:41:21Z,OT,WKS-JSMITH,AST-004,High,Modbus password activity FC1=59759 FC3=37463 from ToN_IoT capture
2026-07-23T13:41:22Z,OT,plc-reactor-01,AST-002,High,Modbus password activity FC1=59759 FC3=37463 from ToN_IoT capture
2026-07-24T13:41:26Z,OT,FIN-SVR-02,AST-003,High,Modbus password activity FC1=59759 FC3=37463 from ToN_IoT capture
2026-07-25T13:41:27Z,OT,WKS-JSMITH,AST-004,High,Modbus password activity FC1=59759 FC3=37463 from ToN_IoT capture
2026-07-21T13:41:31Z,OT,plc-reactor-01,AST-002,High,Modbus password activity FC1=43009 FC3=44665 from ToN_IoT capture
2026-07-22T20:20:32Z,OT,FIN-SVR-02,AST-003,High,Modbus scanning activity FC1=12733 FC3=23338 from ToN_IoT capture
2026-07-23T20:20:42Z,OT,WKS-JSMITH,AST-004,High,Modbus scanning activity FC1=42898 FC3=17331 from ToN_IoT capture
2026-07-24T20:20:47Z,OT,plc-reactor-01,AST-002,High,Modbus scanning activity FC1=42898 FC3=17331 from ToN_IoT capture
2026-07-25T20:20:52Z,OT,FIN-SVR-02,AST-003,High,Modbus scanning activity FC1=42898 FC3=17331 from ToN_IoT capture
2026-07-21T20:20:57Z,OT,WKS-JSMITH,AST-004,High,Modbus scanning activity FC1=42898 FC3=17331 from ToN_IoT capture
2026-07-22T20:21:12Z,OT,plc-reactor-01,AST-002,High,Modbus scanning activity FC1=64790 FC3=5421 from ToN_IoT capture
2026-07-23T20:21:17Z,OT,FIN-SVR-02,AST-003,High,Modbus scanning activity FC1=64790 FC3=5421 from ToN_IoT capture
2026-07-24T20:21:27Z,OT,WKS-JSMITH,AST-004,High,Modbus scanning activity FC1=57343 FC3=11661 from ToN_IoT capture
2026-07-25T20:22:07Z,OT,plc-reactor-01,AST-002,High,Modbus scanning activity FC1=14074 FC3=26207 from ToN_IoT capture
2026-07-21T20:26:07Z,OT,FIN-SVR-02,AST-003,High,Modbus scanning activity FC1=6862 FC3=2917 from ToN_IoT capture
2026-07-22T20:26:47Z,OT,WKS-JSMITH,AST-004,High,Modbus scanning activity FC1=22548 FC3=57373 from ToN_IoT capture
2026-07-23T20:26:57Z,OT,plc-reactor-01,AST-002,High,Modbus scanning activity FC1=22548 FC3=57373 from ToN_IoT capture
2026-07-24T20:27:37Z,OT,FIN-SVR-02,AST-003,High,Modbus scanning activity FC1=54487 FC3=52039 from ToN_IoT capture
2026-07-25T20:28:37Z,OT,WKS-JSMITH,AST-004,High,Modbus scanning activity FC1=19993 FC3=3590 from ToN_IoT capture
2026-07-21T20:28:47Z,OT,plc-reactor-01,AST-002,High,Modbus scanning activity FC1=1876 FC3=61870 from ToN_IoT capture
2026-07-22T20:29:37Z,OT,FIN-SVR-02,AST-003,High,Modbus scanning activity FC1=21225 FC3=2359 from ToN_IoT capture
2026-07-23T20:29:47Z,OT,WKS-JSMITH,AST-004,High,Modbus scanning activity FC1=43298 FC3=35208 from ToN_IoT capture
2026-07-24T20:29:57Z,OT,plc-reactor-01,AST-002,High,Modbus scanning activity FC1=0 FC3=0 from ToN_IoT capture
2026-07-25T20:30:17Z,OT,FIN-SVR-02,AST-003,High,Modbus scanning activity FC1=17240 FC3=9022 from ToN_IoT capture
2026-07-21T20:31:57Z,OT,WKS-JSMITH,AST-004,High,Modbus scanning activity FC1=13928 FC3=5593 from ToN_IoT capture
2026-07-22T20:32:27Z,OT,plc-reactor-01,AST-002,High,Modbus scanning activity FC1=54450 FC3=54568 from ToN_IoT capture
2026-07-23T20:32:32Z,OT,FIN-SVR-02,AST-003,High,Modbus scanning activity FC1=19296 FC3=57354 from ToN_IoT capture
2026-07-24T20:32:37Z,OT,WKS-JSMITH,AST-004,High,Modbus scanning activity FC1=19296 FC3=57354 from ToN_IoT capture
2026-07-25T20:35:22Z,OT,plc-reactor-01,AST-002,High,Modbus scanning activity FC1=3142 FC3=15090 from ToN_IoT capture
2026-07-21T20:35:27Z,OT,FIN-SVR-02,AST-003,High,Modbus scanning activity FC1=3142 FC3=15090 from ToN_IoT capture
2026-07-22T20:35:37Z,OT,WKS-JSMITH,AST-004,High,Modbus scanning activity FC1=42891 FC3=43122 from ToN_IoT capture
2026-07-23T20:38:07Z,OT,plc-reactor-01,AST-002,High,Modbus scanning activity FC1=10300 FC3=481 from ToN_IoT capture
2026-07-24T20:38:17Z,OT,FIN-SVR-02,AST-003,High,Modbus scanning activity FC1=47251 FC3=19450 from ToN_IoT capture
2026-07-25T20:38:32Z,OT,WKS-JSMITH,AST-004,High,Modbus scanning activity FC1=20039 FC3=41600 from ToN_IoT capture
2026-07-21T20:38:42Z,OT,plc-reactor-01,AST-002,High,Modbus scanning activity FC1=20039 FC3=41600 from ToN_IoT capture
2026-07-22T05:00:30Z,OT,FIN-SVR-02,AST-003,High,Modbus xss activity FC1=48968 FC3=15068 from ToN_IoT capture
2026-07-23T05:00:31Z,OT,WKS-JSMITH,AST-004,High,Modbus xss activity FC1=48968 FC3=15068 from ToN_IoT capture
2026-07-24T05:00:36Z,OT,plc-reactor-01,AST-002,High,Modbus xss activity FC1=58231 FC3=20671 from ToN_IoT capture
2026-07-25T05:00:40Z,OT,FIN-SVR-02,AST-003,High,Modbus xss activity FC1=58231 FC3=20671 from ToN_IoT capture
2026-07-21T05:00:45Z,OT,WKS-JSMITH,AST-004,High,Modbus xss activity FC1=58231 FC3=20671 from ToN_IoT capture
2026-07-22T05:00:46Z,OT,plc-reactor-01,AST-002,High,Modbus xss activity FC1=63752 FC3=31453 from ToN_IoT capture
2026-07-23T05:00:51Z,OT,FIN-SVR-02,AST-003,High,Modbus xss activity FC1=63752 FC3=31453 from ToN_IoT capture
2026-07-24T05:00:55Z,OT,WKS-JSMITH,AST-004,High,Modbus xss activity FC1=63752 FC3=31453 from ToN_IoT capture
2026-07-25T05:01:00Z,OT,plc-reactor-01,AST-002,High,Modbus xss activity FC1=8607 FC3=45539 from ToN_IoT capture
2026-07-21T05:01:01Z,OT,FIN-SVR-02,AST-003,High,Modbus xss activity FC1=8607 FC3=45539 from ToN_IoT capture
2026-07-22T05:01:06Z,OT,WKS-JSMITH,AST-004,High,Modbus xss activity FC1=50396 FC3=44979 from ToN_IoT capture
2026-07-23T05:01:10Z,OT,plc-reactor-01,AST-002,High,Modbus xss activity FC1=50396 FC3=44979 from ToN_IoT capture
2026-07-24T05:01:16Z,OT,FIN-SVR-02,AST-003,High,Modbus xss activity FC1=20631 FC3=43340 from ToN_IoT capture
2026-07-25T05:01:21Z,OT,WKS-JSMITH,AST-004,High,Modbus xss activity FC1=20631 FC3=43340 from ToN_IoT capture
2026-07-21T05:01:25Z,OT,plc-reactor-01,AST-002,High,Modbus xss activity FC1=20631 FC3=43340 from ToN_IoT capture
2026-07-22T05:01:30Z,OT,FIN-SVR-02,AST-003,High,Modbus xss activity FC1=11104 FC3=30649 from ToN_IoT capture
2026-07-23T05:01:31Z,OT,WKS-JSMITH,AST-004,High,Modbus xss activity FC1=11104 FC3=30649 from ToN_IoT capture
2026-07-24T05:01:36Z,OT,plc-reactor-01,AST-002,High,Modbus xss activity FC1=62142 FC3=47532 from ToN_IoT capture
2026-07-25T05:01:40Z,OT,FIN-SVR-02,AST-003,High,Modbus xss activity FC1=62142 FC3=47532 from ToN_IoT capture
2026-07-21T05:01:45Z,OT,WKS-JSMITH,AST-004,High,Modbus xss activity FC1=62142 FC3=47532 from ToN_IoT capture
2026-07-22T05:01:46Z,OT,plc-reactor-01,AST-002,High,Modbus xss activity FC1=21144 FC3=6488 from ToN_IoT capture
2026-07-23T05:01:51Z,OT,FIN-SVR-02,AST-003,High,Modbus xss activity FC1=21144 FC3=6488 from ToN_IoT capture
2026-07-24T05:02:01Z,OT,WKS-JSMITH,AST-004,High,Modbus xss activity FC1=64091 FC3=14479 from ToN_IoT capture
2026-07-25T05:02:06Z,OT,plc-reactor-01,AST-002,High,Modbus xss activity FC1=64091 FC3=14479 from ToN_IoT capture
2026-07-21T05:02:07Z,OT,FIN-SVR-02,AST-003,High,Modbus xss activity FC1=20047 FC3=19061 from ToN_IoT capture
2026-07-22T05:02:22Z,OT,WKS-JSMITH,AST-004,High,Modbus xss activity FC1=35256 FC3=55434 from ToN_IoT capture
2026-07-23T05:02:27Z,OT,plc-reactor-01,AST-002,High,Modbus xss activity FC1=18136 FC3=51065 from ToN_IoT capture
2026-07-24T05:02:31Z,OT,FIN-SVR-02,AST-003,High,Modbus xss activity FC1=18136 FC3=51065 from ToN_IoT capture
2026-07-25T05:02:36Z,OT,WKS-JSMITH,AST-004,High,Modbus xss activity FC1=18136 FC3=51065 from ToN_IoT capture
2026-07-21T05:02:37Z,OT,plc-reactor-01,AST-002,High,Modbus xss activity FC1=34673 FC3=37212 from ToN_IoT capture
